TLGP Case No. (Institutions and all their subsidiaries get the number),FDIC Bank ID No. (Certificate Number),FDIC Bank Holding Company ID No. (RSSD ID),Thrift Holding Company ID No. (THC Number),Entity Name,City,State,"Transaction Account Guarantee Option (Yes or No, Blank entries are holding companies that aren't eligible for this option)",Debt Guarantee Option (Yes or No)
11257,,2840198,,"GILMER NATIONAL BANCSHARES DELAWARE, INC.",WILMINGTON,DE, ,N
11257,3219,,,"Gilmer National Bank, Gilmer, Texas",GILMER,TX,N,N
11259,,2841458,,"ALTA VISTA BANCSHARES, INC.",ALTA VISTA,KS, ,N
11259,17920,,,The Alta Vista State Bank,ALTA VISTA,KS,Y,N
11260,,2845858,,"FIRST MEDICINE LODGE BANCSHARES, INC.",OVERLAND PARK,KS, ,Y
11260,4731,,,SolutionsBank,OVERLAND PARK,KS,Y,Y
11261,,1060216,,"MNB FINANCIAL GROUP, INC.",MCCOOK,NE, ,N
11261,,2846275,,"GRAFF FAMILY, INC.",MCCOOK,NE, ,N
11261,5434,,,McCook National Bank,MCCOOK,NE,Y,N
11263,,2848073,,"MILES BANCSHARES, INC.",ADVANCE,MO, ,N
11263,9369,,,The Bank of Advance,ADVANCE,MO,Y,N
11274,6092,,,"Citizens Bank of Spencer, Tenn.",SPENCER,TN,N,N
11293,,1104923,,EXTRACO CORPORATION,WACO,TX, ,N
11293,,1987519,,EXTRACO DELAWARE CORPORATION,DOVER,DE, ,N
11293,5551,,,"Extraco Banks, National Association",TEMPLE,TX,Y,N
11294,,2766225,,SAM HOUSTON FINANCIAL CORP.,HUNTSVILLE,TX, ,Y
11294,,2766270,,"HUNTSVILLE HOLDINGS, INC.",WILMINGTON,DE, ,Y
11294,1197,,,The First State Bank,HUNTSVILLE,TX,Y,Y
11295.1,,2011952,,"CHEROKEE COUNTY BANCSHARES, INC.",HULBERT,OK, ,Y
11295.1,,2355870,,"GRANDVIEW BANKSHARES, INC.",HULBERT,OK, ,Y
11295.1,2327,,,Bank of Cherokee County,HULBERT,OK,Y,Y
11295.2,,1062304,,"FORT GIBSON BANCSHARES, INC.",FORT GIBSON,OK, ,Y
11295.2,,2791713,,"THREE RIVERS BANKSHARES, INC.",FORT GIBSON,OK, ,Y
11295.2,21090,,,Fort Gibson State Bank,FORT GIBSON,OK,Y,Y
11296,,1200124,,"NEIGHBOR INSURANCE AGENCY, INC.",MARION,IA, ,N
11296,14209,,,Farmers State Bank,MARION,IA,Y,N
11297,,1204355,,FAYETTE BANCORPORATION,MARION,IA, ,N
11297,,1207972,,SHELL ROCK BANCORPORATION,SHELL ROCK,IA, ,N
11297,11761,,,Citizens Savings Bank,HAWKEYE,IA,Y,N
11297,13736,,,Maynard Savings Bank,MAYNARD,IA,Y,N
11297,15738,,,Security State Bank,WAVERLY,IA,Y,N
11299,,2791816,,"FIRST OTTAWA BANCSHARES, INC.",OTTAWA,IL, ,Y
11299,3719,,,The First National Bank of Ottawa,OTTAWA,IL,Y,Y
11302,,2823696,,"SECURITY BANCORP, MHC",MONMOUTH,IL, ,Y
11302,28925,,,Security Savings Bank,MONMOUTH,IL,Y,Y
11304,,2840479,,"PATRIOT NATIONAL BANCORP, INC.",STAMFORD,CT, ,Y
11304,33928,,,Patriot National Bank,STAMFORD,CT,Y,Y
11305,,2850432,,FIRST OF MINDEN FINANCIAL CORPORATION,MINDEN,NE, ,N
11305,5438,,,First Bank and Trust Company,MINDEN,NE,Y,N
11308,,2858942,,"GRAIN VALLEY BANCSHARES, INC.",GRAIN VALLEY,MO, ,N
11308,8564,,,The Bank of Grain Valley,GRAIN VALLEY,MO,Y,N
11315,33661,,,"Mizrahi Tefahot Bank, Ltd.",LOS ANGELES,CA,N,N
11327,35527,,,"Fort Lee Federal Savings Bank, FSB",FORT LEE,NJ,Y,Y
11333,,1062836,,"SULPHUR COMMUNITY BANCSHARES, INC.",SULPHUR,OK, ,N
11333,21564,,,Community Bank of the Arbuckles,SULPHUR,OK,Y,N
11334,,1857760,,GRYGLA FINANCIAL CORPORATION,GRYGLA,MN, ,Y
11334,22263,,,American State Bank of Grygla,GRYGLA,MN,Y,Y
11335,,2238544,,"BORDER BANCSHARES, INC.",GREENBUSH,MN, ,Y
11335,15684,,,Border State Bank,GREENBUSH,MN,Y,Y
11337,35533,,,First Electronic Bank,SANDY,UT,N,N
11344,,1135477,,"DELTA NORTH BANKCORP, INC.",NEW YORK,NY, ,N
11344,26633,,,Delta National Bank and Trust Company,NEW YORK CITY,NY,N,N
11345,,1095638,,"FARMERS BANCSHARES, INC.",HARDINSBURG,KY, ,N
11345,13168,,,Leitchfield Deposit Bank & Trust Company,LEITCHFIELD,KY,N,N
11345,14102,,,The Farmers Bank,HARDINSBURG,KY,N,N
11346,,1054550,,"FARMERS AND MERCHANTS BANCSHARES, INC.",CRESCENT,OK, ,N
11346,27421,,,"F & M Bank, National Association, Oklahoma City, Oklahoma",Yukon,OK,Y,N
11347,,1103878,,"TEXAS INDEPENDENT BANCSHARES, INC.",TEXAS CITY,TX, ,N
11347,,1875586,,"T.I.B. DELAWARE, INC.",WILMINGTON,DE, ,N
11347,18046,,,Texas First Bank - Winnie,WINNIE,TX,Y,N
11347,22420,,,Texas First Bank,SANTA FE,TX,Y,N
11347,23799,,,Texas First Bank,TEXAS CITY,TX,Y,N
11348,,1122534,,FRANKSON INVESTMENT CORPORATION,WASECA,MN, ,Y
11348,5270,,,The First National Bank of Waseca,WASECA,MN,Y,Y
11351,,2833127,,TCNB FINANCIAL CORP.,DAYTON,OH, ,N
11351,35302,,,The Citizens National Bank of Southwestern Ohio,DAYTON,OH,Y,N
11352,,2835514,,"BOILING SPRINGS, MHC",RUTHERFORD,NJ, ,Y
11352,,2835523,,BOILING SPRINGS BANCORP,RUTHERFORD,NJ, ,Y
11352,30052,,,Boiling Springs Savings Bank,RUTHERFORD,NJ,Y,Y
11353,,2838159,,PROVIDENT BANCORP,AMESBURY,MA, ,Y
11353,90141,,,The Provident Bank,AMESBURY,MA,Y,Y
11354,,2839781,,GIDEON ENTERPRISES L.P.,TOPEKA,KS, ,N
11354,15323,,,Silver Lake Bank,TOPEKA,KS,Y,N
11357,,2847357,,1ST CENTENNIAL BANCORP,REDLANDS,CA, ,Y
11357,33025,,,1st Centennial Bank,REDLANDS,CA,Y,Y
11358,,2847665,,STEINAUER BANCORP,STEINAUER,NE, ,N
11358,10635,,,The Bank of Steinauer,STEINAUER,NE,N,N
11359,,2847870,,"REGAL BANCORP, INC.",OWINGS MILLS,MD, ,Y
11359,32370,,,Regal Bank & Trust,OWINGS MILLS,MD,Y,Y
11360,,2848653,,"SNB HOLDINGS, INC.",SLOCOMB,AL, ,Y
11360,2828,,,The Slocomb National Bank,SLOCOMB,AL,Y,Y
11361,,2848804,,SECURITY FINANCIAL SERVICES CORPORATION,DURAND,WI, ,Y
11361,14222,,,Security Financial Bank,DURAND,WI,Y,Y
11363,,2854092,,"OVERTON FINANCIAL SERVICES, INC.",LIVINGSTON,TN, ,N
11363,9179,,,Union Bank & Trust Company,LIVINGSTON,TN,N,N
11364,,2855576,,"ROCKHOLD-BROWN BANCSHARES, INC.",BAINBRIDGE,OH, ,N
11364,16193,,,"The Rockhold, Brown & Company Bank",BAINBRIDGE,OH,N,N
11366,,2856069,,"RUFF PARTNERS, LTD.",LONGVIEW,TX, ,N
11366,11140,,,The First State Bank,HALLSVILLE,TX,Y,N
11367,,2856377,,"VIRGINIA COMMERCE BANCORP, INC.",ARLINGTON,VA, ,Y
11367,27249,,,Virginia Commerce Bank,ARLINGTON,VA,Y,Y
11370,,1866418,,CHESAPEAKE BANCORP,CHESTERTOWN,MD, ,Y
11370,,2857758,,CHESAPEAKE BANCORP EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS,CHESTERTOWN,MD, ,Y
11370,26847,,,The Chesapeake Bank & Trust Co.,CHESTERTOWN,MD,Y,Y
11383,,1207776,,"MID IOWA, INC.",DES MOINES,IA, ,Y
11383,18001,,,Panora State Bank,PANORA,IA,Y,Y
11384,,1357037,,FORT MADISON FINANCIAL COMPANY,FORT MADISON,IA, ,N
11384,955,,,Fort Madison Bank & Trust Co.,FORT MADISON,IA,N,N
11385,,1069778,,"PNC FINANCIAL SERVICES GROUP, INC., THE",PITTSBURGH,PA, ,Y
11385,,1069817,,PNC Funding Corp,Philadelphia,PA, ,Y
11385,,1469314,,"PNC BANCORP, INC.",WILMINGTON,DE, ,Y
11385,679,,,"PNC Bank, Delaware",WILMINGTON,DE,Y,Y
11385,6384,,,"PNC Bank, National Association",PITTSBURGH,PA,Y,Y
11389,,1109991,,"NORTH AMERICAN BANCSHARES, INC.",SHERMAN,TX, ,N
11389,20473,,,American Bank of Texas,SHERMAN,TX,Y,N
11389,23433,,,"American Bank of Texas, National Association",MARBLE FALLS,TX,Y,N
11391,,1109825,,"CNB FINANCIAL CORPORATION, INC.",TAYLOR,TX, ,Y
11391,5548,,,The City National Bank of Taylor,TAYLOR,TX,Y,Y
11400,,2270254,,FALCON BANCSHARES INCORPORATED,LAREDO,TX, ,Y
11400,,2465265,,"FALCON NEVADA, INC.",RENO,NV, ,Y
11400,26856,,,Falcon International Bank,LAREDO,TX,Y,Y
11401,,1133286,,BANCFIRST CORPORATION,OKLAHOMA CITY,OK, ,N
11401,27476,,,BancFirst,OKLAHOMA CITY,OK,Y,N
11404,,1107223,,"ZAPATA BANCSHARES, INC.",ZAPATA,TX, ,Y
11404,,2619479,,ZAPATA DELAWARE FINANCIAL CORPORATION,WILMINGTON,DE, ,Y
11404,18454,,,Zapata National Bank,ZAPATA,TX,Y,Y
11410,35561,,,EARTHSTAR BANK,SOUTHAMPTON,PA,N,N
11418.1,,1357082,,HAZARD BANCORP,HAZARD,KY, ,N
11418.1,8117,,,Peoples Bank & Trust Company of Hazard,HAZARD,KY,Y,N
11418.2,,2753869,,JOHN R TURNER HOLDING COMPANY,JACKSON,KY, ,N
11418.2,10514,,,"Farmers Deposit Bank of Middleburg, Inc.",LIBERTY,KY,Y,N
11418.2,18620,,,Citizens Bank & Trust Co. of Jackson,JACKSON,KY,Y,N
11422,,1095928,,"LIMA BANCSHARES, INC.",LIMA,IL, ,N
11422,3844,,,White Hall Bank,WHITE HALL,IL,N,N
11422,5735,,,The State Bank of Lima,LIMA,IL,N,N
11422,12393,,,Wemple State Bank,WAVERLY,IL,N,N
11423,,1056992,,"NORTON BANKSHARES, INC.",NORTON,KS, ,Y
11423,5835,,,The First State Bank,NORTON,KS,Y,Y
11424,,1025309,,BANK OF HAWAII CORPORATION,HONOLULU,HI, ,Y
11424,18053,,,Bank of Hawaii,HONOLULU,HI,Y,Y
11425,,1123670,,"FIRST INTERSTATE BANCSYSTEM, INC.",BILLINGS,MT, ,N
11425,488,,,First Western Bank,WALL,SD,Y,N
11425,1105,,,First Interstate Bank,BILLINGS,MT,Y,N
11425,26773,,,The First Western Bank Sturgis,STURGIS,SD,Y,N
11426,,1203161,,MCLAUGHLIN HOLDING COMPANY,MOLINE,IL, ,Y
11426,35109,,,Southeast National Bank,DAVENPORT,IA,Y,Y
11428,,1846634,,SUN FINANCIAL CORPORATION,SAINT PETERS,MO, ,Y
11428,20115,,,Sun Security Bank,ELLINGTON,MO,Y,Y
11429,,1126019,,"COKATO BANCSHARES, INC.",COKATO,MN, ,Y
11429,,2561868,,STATE BANK OF COKATO EMPLOYEE STOCK OWNERSHIP PLAN & TRUST II,COKATO,MN, ,Y
11429,8185,,,State Bank of Cokato,COKATO,MN,Y,Y
11430,,2809560,,"COCONUT GROVE BANKSHARES, INC.",MIAMI,FL, ,N
11430,8018,,,Coconut Grove Bank,MIAMI,FL,Y,N
11431,,2849034,,"EXCHANGE BANCSHARES OF MOORE, INC.",MOORE,OK, ,N
11431,18872,,,Exchange National Bank of Moore,MOORE,OK,Y,N
11432,,2849203,,LANDMARK FINANCIAL HOLDING COMPANY,SARASOTA,FL, ,Y
11432,35244,,,LandMark Bank of Florida,SARASOTA,FL,Y,Y
11433,,2849799,,"SOUTHERN FIRST BANCSHARES, INC.",GREENVILLE,SC, ,N
11433,35295,,,"Southern First Bank, National Association",GREENVILLE,SC,Y,N
11434,,2851279,,"ST. ELIZABETH BANCSHARES, INC.",SAINT ELIZABETH,MO, ,N
11434,12236,,,Bank of St. Elizabeth,SAINT ELIZABETH,MO,Y,N
11435,,2851578,,"NORTHSTAR BANCSHARES, INC.",ESTHERVILLE,IA, ,Y
11435,34407,,,NorthStar Bank,ESTHERVILLE,IA,Y,Y
11437,,2858979,,"ELLIS BANKSHARES, INC.",EAGLE RIVER,WI, ,N
11437,5343,,,The First National Bank of Eagle River,EAGLE RIVER,WI,Y,N
11438,,2860918,,"PANOLA NATIONAL BANCSHARES, INC.",CARTHAGE,TX, ,Y
11438,24763,,,Panola National Bank,CARTHAGE,TX,Y,Y
11477,35380,,,The Bank of Henderson Inc.,HENDERSON,KY,Y,Y
11493.1,,1055744,,"FIRST NATIONAL AGENCY, INC.",WAYNE,NE, ,Y
11493.1,5489,,,The First National Bank of Wayne,WAYNE,NE,Y,Y
11493.2,,2768126,,BW BANCORP,ELY,MN, ,Y
11493.2,35172,,,Boundary Waters Bank,ELY,MN,Y,Y
11493.3,,2876179,,STAR BANCORP,PHOENIX,AZ, ,Y
11493.3,35463,,,Copper Star Bank,SCOTTSDALE,AZ,Y,Y
11493.4,,2926270,,"ADVANTAGE BANCORP, INC.",LOVELAND,CO, ,Y
11493.4,57072,,,Advantage Bank,LOVELAND,CO,Y,Y
11493.5,,3020184,,FIRST CHOICE BANCORP,GENEVA,IL, ,Y
11493.5,57212,,,First Choice Bank,GENEVA,IL,Y,Y
11496,,1051625,,"FIRST NATIONAL AGENCY, INC.",CIMARRON,KS, ,N
11496,4638,,,The First National Bank in Cimarron,CIMARRON,KS,Y,N
11497,,1057289,,"SANTA FE TRAIL BANC SHARES, INC.",SUBLETTE,KS, ,Y
11497,16436,,,Centera Bank,SUBLETTE,KS,Y,Y
11505,35599,,,UNION CREDIT BANK,MIAMI,FL,Y,Y
11509,35604,,,PEOPLES BANK OF BEDFORD COUNTY,SHELBYVILLE,TN,N,N
11517,57025,,,American Heritage Bank,CLOVIS,NM,N,N
11518,57026,,,Carolina Trust Bank,LINCOLNTON,NC,N,N
11519,57027,,,HBank Texas,GRAPEVINE,TX,Y,N
11532,57044,,,"First Business Bank, National Association",SAN DIEGO,CA,Y,Y
11536.1,,1053209,,304 CORPORATION,OMAHA,NE, ,N
11536.1,19397,,,"Mid City Bank, Inc.",OMAHA,NE,Y,N
11536.2,,1067130,,"ASHLAND BANCSHARES, INC.",OMAHA,NE, ,Y
11536.2,34363,,,Centennial Bank,OMAHA,NE,Y,Y
11536.3,,1250026,,"DB HOLDING COMPANY, INC.",OMAHA,NE, ,N
11536.3,,3428502,,"DS HOLDING COMPANY, INC.",OMAHA,NE, ,N
11536.3,20628,,,Omaha State Bank,OMAHA,NE,N,N
11538,,1993547,,"BANCWEST, INC.",THOMAS,OK, ,N
11538,25703,,,The Bank of the West,THOMAS,OK,N,N
11540,,1141227,,"FNB FINANCIAL SERVICES, INC.",DURANT,OK, ,Y
11540,13905,,,First Texoma National Bank,DURANT,OK,Y,Y
11543,,2734439,,FREEDOM HOLDINGS COMPANY,WEST DES MOINES,IA, ,Y
11543,35031,,,Freedom Financial Bank,WEST DES MOINES,IA,Y,Y
11547,,2839044,,"OLD MISSION BANCORP, INC.",SAULT SAINTE MARIE,MI, ,Y
11547,35303,,,Old Mission Bank,SAULT STE. MARIE,MI,Y,Y
11549,,2858867,,"PRIMESOUTH BANCSHARES, INC.",TALLASSEE,AL, ,N
11549,17892,,,PrimeSouth Bank,TALLASSEE,AL,Y,N
11550,,2859565,,"FIRST NATIONAL BANCSHARES, INC.",SPARTANBURG,SC, ,Y
11550,35383,,,First National Bank of the South,SPARTANBURG,SC,Y,Y
11552,,2861492,,HARLEYSVILLE SAVINGS FINANCIAL CORPORATION,HARLEYSVILLE,PA, ,N
11552,31461,,,Harleysville Savings Bank,HARLEYSVILLE,PA,Y,N
11553,,2868071,,"OMNI FINANCIAL SERVICES, INC.",ATLANTA,GA, ,Y
11553,22238,,,Omni National Bank,ATLANTA,GA,Y,Y
11554,,2868950,,"MIDLAND BANCSHARES, INC.",MIDLAND,TX, ,N
11554,24897,,,Community National Bank,MIDLAND,TX,Y,N
11555,,2876544,,"HSB BANCORP, INC.",HEBRON,MD, ,Y
11555,8811,,,Hebron Savings Bank,HEBRON,MD,Y,Y
11558,,2634726,,CITIZENS FINANCIAL CORPORATION,CHICAGO,IL, ,Y
11558,34658,,,Citizens Bank and Trust Company of Chicago,CHICAGO,IL,Y,Y
11559,,2805544,,"AMERICAN HEARTLAND BANCSHARES, INC.",SUGAR GROVE,IL, ,Y
11559,35223,,,American Heartland Bank and Trust,SUGAR GROVE,IL,N,Y
11560,,2835475,,"NORWAY BANCORP, MHC",NORWAY,ME, ,Y
11560,,2835484,,"NORWAY BANCORP, INC",NORWAY,ME, ,Y
11560,17658,,,Norway Savings Bank,NORWAY,ME,Y,Y
11564,28770,,,Croydon Savings Bank,CROYDON,PA,N,N
11566,35033,,,American Community Bank,GLEN COVE,NY,Y,N
11568,35441,,,Four Corners Community Bank,FARMINGTON,NM,Y,N
11571,91325,,,Invesco National Trust Company,ATLANTA,GA,Y,Y
11574,57031,,,Champion Bank,PARKER,CO,Y,N
11576,57033,,,Willamette Valley Bank,SALEM,OR,Y,Y
11581,57055,,,Enterprise National Bank N.J.,KENILWORTH,NJ,Y,Y
11582,57056,,,CELTIC BANK,SALT LAKE CITY,UT,Y,Y
11584,57058,,,PEOPLES BANK,SHERIDAN,AR,Y,N
11585,57059,,,PREMIER SERVICE BANK,RIVERSIDE,CA,Y,Y
11588,,1055687,,BUTTE STATE COMPANY,BUTTE,NE, ,Y
11588,16110,,,Butte State Bank,BUTTE,NE,Y,Y
11589,,1058697,,TRI-COUNTY COMPANY,STUART,NE, ,Y
11589,16339,,,The Tri-County Bank,STUART,NE,Y,Y
11591,57065,,,Pacific Commerce Bank,LOS ANGELES,CA,Y,Y
11599,57073,,,Community Bank of Santa Maria,SANTA MARIA,CA,Y,N
11604,57079,,,World's Foremost Bank,LINCOLN,NE,Y,Y
11607,57083,,,Plus International Bank,MIAMI,FL,N,N
11612,57089,,,Cottage Savings Bank,MONTGOMERY,OH,N,N
11614,57091,,,Cumberland Bank and Trust,CLARKSVILLE,TN,Y,Y
11615,57092,,,Traditions First Bank,ERIN,TN,Y,Y
11621,57098,,,Premier Valley Bank,FRESNO,CA,Y,Y
11624,,2114938,,"RIVER VALLEY BANCORP, INC.",DAVENPORT,IA, ,Y
11624,10450,,,Valley Bank,MOLINE,IL,Y,Y
11624,11705,,,Freedom Bank,STERLING,IL,Y,Y
11624,21793,,,Valley Bank,FORT LAUDERDALE,FL,Y,Y
11627,,1133044,,"WOODSON BANCSHARES, INC.",GRAHAM,TX, ,N
11627,,2250760,,"FIRST STATE BANCORP, INC.",CARSON CITY,NV, ,N
11627,24498,,,First State Bank,GRAHAM,TX,Y,N
11628,57102,,,"Bank of Brenham, National Association",BRENHAM,TX,Y,Y
11633,,2463711,,"SPARTA UNION BANCSHARES, INC.",SPARTA,WI, ,N
11633,5325,,,Union National Bank & Trust Company,SPARTA,WI,N,N
11636,57107,,,ISN Bank,CHERRY HILL,NJ,Y,N
11640,,1138197,,"ANDERSON BANCSHARES, INC.",MULLINS,SC, ,N
11640,9923,,,Anderson Brothers Bank,MULLINS,SC,N,N
11641,,2649588,,TRANSPECOS FINANCIAL CORP.,SAN ANTONIO,TX, ,Y
11641,,3048478,,"TRANSPECOS DELAWARE, INC.",WILMINGTON,DE, ,Y
11641,11178,,,TransPecos Banks,PECOS,TX,Y,Y
11641,18216,,,TransPecos Banks-Iraan,IRAAN,TX,Y,Y
11642,,1064652,,MIDWEST BANC HOLDING CO.,PIERCE,NE, ,N
11642,13255,,,Midwest Bank National Association,PIERCE,NE,Y,N
11646,,2494096,,"PB FINANCIAL GROUP, INC.",DENVER,CO, ,Y
11646,34112,,,Premier Bank,DENVER,CO,Y,Y
11649,,2855905,,"COASTAL BANKING COMPANY, INC.",BEAUFORT,SC, ,Y
11649,35309,,,CBC NATIONAL BANK,FERNANDINA BEACH,FL,Y,Y
11650,,2856014,,"LEADERS GROUP, INC., THE",OAK BROOK,IL, ,Y
11650,35422,,,The Leaders Bank,OAK BROOK,IL,Y,Y
11652,,2856498,,"CENTRA FINANCIAL HOLDINGS, INC.",MORGANTOWN,WV, ,N
11652,,2984328,,"CENTRA FINANCIAL CORPORATION-MARTINSBURG, INC",MORGANTOWN,WV, ,N
11652,,2984337,,"CENTRA FINANCIAL CORPORATION-MORGANTOWN, INC",MORGANTOWN,WV, ,N
11652,,3590605,,"CENTRA FINANCIAL CORPORATION-UNIONTOWN, INC.",MORGANTOWN,WV, ,N
11652,,3685976,,"CENTRA FINANCIAL CORPORATION-HAGERSTOWN, INC.",MORGANTOWN,WV, ,N
11652,35364,,,"Centra Bank, Inc.",MORGANTOWN,WV,Y,N
11653,,2858399,,IOWA STATE FINANCIAL SERVICES CORPORATION,FAIRFIELD,IA, ,Y
11653,14413,,,"Iowa State Bank and Trust Company of Fairfield, Iowa",FAIRFIELD,IA,Y,Y
11653,16311,,,Linn County State Bank,COGGON,IA,Y,Y
11656,,2860262,,"CROWN BANKSHARES, INC.",EDINA,MN, ,N
11656,35480,,,Crown Bank,EDINA,MN,Y,N
11657,,2860431,,"1ST UNITED BANCORP, INC.",BOCA RATON,FL, ,Y
11657,35408,,,1st United Bank,BOCA RATON,FL,Y,Y
11658,,2861616,,ASB MANAGEMENT CORP,ANNA,IL, ,N
11658,11682,,,Anna State Bank,ANNA,IL,N,N
11660,,2867542,,PREMIERWEST BANCORP,MEDFORD,OR, ,Y
11660,32975,,,PremierWest Bank,MEDFORD,OR,Y,Y
11661,,2868110,,"CHESTATEE BANCSHARES, INC.",DAWSONVILLE,GA, ,Y
11661,34578,,,Chestatee State Bank,DAWSONVILLE,GA,Y,Y
11662,,2872322,,"NBG BANCORP, INC.",ATHENS,GA, ,N
11662,35338,,,The National Bank of Georgia,ATHENS,GA,Y,N
11666,,2877402,,"PETIT JEAN BANCSHARES, INC.",MORRILTON,AR, ,Y
11666,35084,,,Petit Jean State Bank,MORRILTON,AR,Y,Y
11667,,2878294,,DAVIS TRUST FINANCIAL CORPORATION,ELKINS,WV, ,Y
11667,2453,,,Davis Trust Company,ELKINS,WV,Y,Y
11668,,2880626,,FIRST NORTHERN COMMUNITY BANCORP,DIXON,CA, ,Y
11668,3440,,,First Northern Bank of Dixon,DIXON,CA,Y,Y
11669,,2887652,,BAY NATIONAL CORPORATION,LUTHERVILLE,MD, ,Y
11669,35462,,,Bay National Bank,LUTHERVILLE,MD,Y,Y
11671,,2889870,,"RSB FINANCIAL, INC.",MISSION HILLS,KS, ,Y
11671,17366,,,Tightwad Bank,READING,KS,Y,Y
11672,,2892236,,WESTSTAR FINANCIAL SERVICES CORPORATION,ASHEVILLE,NC, ,N
11672,34516,,,The Bank of Asheville,ASHEVILLE,NC,Y,N
11673,,1059957,,"SLATER BANCSHARES, INC.",SLATER,MO, ,N
11673,,2895198,,STATE BANK OF SLATER EMPLOYEE STOCK OWNERSHIP PLAN & TRUST,SLATER,MO, ,N
11673,10613,,,State Bank of Slater,SLATER,MO,Y,N
11674,,2896207,,"SNB BANCORP, INC.",SALYERSVILLE,KY, ,Y
11674,2723,,,The Salyersville National Bank,SALYERSVILLE,KY,Y,Y
11676,,2900784,,"AMERICAN COMMUNITY BANCSHARES, INC.",CHARLOTTE,NC, ,Y
11676,34868,,,American Community Bank,MONROE,NC,Y,Y
11679,,2795140,,"VAN ORIN BANCORP, INC.",VAN ORIN,IL, ,Y
11679,10809,,,First State Bank of Van Orin,VAN ORIN,IL,Y,Y
11680,,2868129,,"CENTERSTATE BANKS OF FLORIDA, INC.",DAVENPORT,FL, ,Y
11680,27536,,,Valrico State Bank,VALRICO,FL,Y,Y
11680,27581,,,"Centerstate Bank Central Florida, National Association",KISSIMMEE,FL,Y,Y
11680,32699,,,"CENTERSTATE BANK, NATIONAL ASSOCIATION",ZEPHYRHILLS,FL,Y,Y
11680,33555,,,"CenterState Bank of Florida, National Association",WINTER HAVEN,FL,Y,Y
11681,,2869733,,PACIFIC MERCANTILE BANCORP,COSTA MESA,CA, ,Y
11681,34940,,,Pacific Mercantile Bank,COSTA MESA,CA,Y,Y
11682,,2891006,,"REGENT BANCORP, INC.",DAVIE,FL, ,Y
11682,26713,,,Regent Bank,DAVIE,FL,Y,Y
11683,,2895693,,"EAST TEXAS NATIONAL, INC.",PALESTINE,TX, ,N
11683,3379,,,The East Texas National Bank of Palestine,PALESTINE,TX,Y,N
11684,,2897398,,"BUSINESS BANCORPORATION, INC.",MINNETONKA,MN, ,Y
11684,35487,,,The Business Bank,MINNETONKA,MN,Y,Y
11685,,2900261,,HANMI FINANCIAL CORPORATION,LOS ANGELES,CA, ,Y
11685,24170,,,Hanmi Bank,LOS ANGELES,CA,Y,Y
11686,,2900355,,"FCB BANCORP, INC.",LOUISVILLE,KY, ,Y
11686,34125,,,The First Capital Bank of Kentucky,LOUISVILLE,KY,Y,Y
11687,,1080568,,GREAT SOUTHERN CAPITAL CORPORATION,MERIDIAN,MS, ,N
11687,,2881669,,"SPEED BANKSHARES, L.P.",MERIDIAN,MS, ,N
11687,,2907260,,"QUITMAN MANAGEMENT COMPANY, INC.",MERIDIAN,MS, ,N
11687,8552,,,Great Southern National Bank,MERIDIAN,MS,Y,N
11688,,2908566,,MERCHANTS BANCORP,GRESHAM,OR, ,Y
11688,34093,,,MBank,GRESHAM,OR,Y,Y
11689,,2909170,,"FIRST COMMERCE BANCORP, INC.",SOMERSET,KY, ,Y
11689,11358,,,"Cumberland Security Bank, Inc.",SOMERSET,KY,Y,Y
11690,,2916169,,"TENNESSEE COMMERCE BANCORP, INC.",FRANKLIN,TN, ,Y
11690,35296,,,Tennessee Commerce Bank,FRANKLIN,TN,Y,Y
11692,,2861812,,"BRANSON BANCSHARES, INC",BRANSON,MO, ,Y
11692,35420,,,Branson Bank,BRANSON,MO,Y,Y
11711,33802,,,Tioga-Franklin Savings Bank,PHILADELPHIA,PA,N,N
11717,57111,,,COMMUNITY BANK OF THE CUMBERLANDS,JAMESTOWN,TN,Y,Y
11725,57119,,,United Bank of El Paso del Norte,EL PASO,TX,Y,N
11735,,1206537,,"OGLE COUNTY BANCSHARES, INC.",ROCHELLE,IL, ,Y
11735,14583,,,The First National Bank & Trust Company of Rochelle,ROCHELLE,IL,Y,Y
11736,,1108967,,"FIRST ARTESIA BANCSHARES, INC.",ARTESIA,NM, ,N
11736,2240,,,The First National Bank,ARTESIA,NM,Y,N
11741,,2250180,,"SECURITY BANCSHARES OF PULASKI COUNTY, INC.",SAINT ROBERT,MO, ,Y
11741,15347,,,Security Bank of Pulaski County,WAYNESVILLE,MO,Y,Y
11742,,2261805,,"COMMERCE BANCSHARES, INC.",FRANKLIN,TN, ,Y
11742,1701,,,Peoples State Bank of Commerce,TRENTON,TN,Y,Y
11745,,2897727,,"COMMERCEFIRST BANCORP, INC.",ANNAPOLIS,MD, ,Y
11745,35475,,,CommerceFirst Bank,ANNAPOLIS,MD,Y,Y
11747,,1138629,,"FIRST RAINSVILLE BANCSHARES, INC.",RAINSVILLE,AL, ,Y
11747,,2503877,,"FIRST RAINSVILLE BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN",RAINSVILLE,AL, ,Y
11747,24307,,,First Bank of the South,RAINSVILLE,AL,Y,Y
11748,,2856676,,"MAINSTREET BANKSHARES, INC.",MARTINSVILLE,VA, ,Y
